id,kingdom,phylum,class,order,family,genus,scientific_name,taxonomic_authority,infra_rank,infra_name,category,common_name
36521,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,ELAEOCARPUS,ELAEOCARPUS SUBMONOCERAS SUBSP. OLIGANTHUS,(MERRILL) COODE,SUBSP.,OLIGANTHUS,CR,NULL
36522,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,ELAEOCARPUS,ELAEOCARPUS TEYSMANNII SUBSP. DOMATIFERUS,COODE,SUBSP.,DOMATIFERUS,VU,NULL
36524,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,ELAEOCARPUS,ELAEOCARPUS TEYSMANNII SUBSP. MOLUCCENSIS,COODE,SUBSP.,MOLUCCENSIS,VU,NULL
36525,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,ELAEOCARPUS,ELAEOCARPUS TEYSMANNII SUBSP. MOROWALENSIS,COODE,SUBSP.,MOROWALENSIS,VU,NULL
36526,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,ELAEOCARPUS,ELAEOCARPUS TEYSMANNII SUBSP. RHIZOPHORUS,(KOORD.) COODE,SUBSP.,RHIZOPHORUS,VU,NULL
36527,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,ELAEOCARPUS,ELAEOCARPUS TEYSMANNII SUBSP. TEYSMANNII,NULL,SUBSP.,TEYSMANNII,VU,NULL
36528,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS AVILENSIS,(STEYERM.) P.S.GREEN,NULL,NULL,VU,NULL
36529,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS MICRANTHUS,(MART.) LOZANO AND FUERTES,NULL,NULL,VU,NULL
36530,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS SUBSESSILIS,(EICHLER) P.S.GREEN,NULL,NULL,CR,NULL
36531,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS WURDACKII,B. STÅHL,NULL,NULL,VU,NULL
36532,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS PUBESCENS,KUNTH,NULL,NULL,LR/LC,ARUPO
36533,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS FILIFORMIS,(VELL.) P.S.GREEN,NULL,NULL,LR/NT,NULL
36534,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS TENUIS,P. S. GREEN,NULL,NULL,CR,NULL
36535,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS FLUMINENSIS,(MIERS) P. S. GREEN,NULL,NULL,CR,NULL
36536,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,PRIOGYMNANTHUS,PRIOGYMNANTHUS APERTUS,(B.STÅHL) P.S.GREEN,NULL,NULL,EN,FRANCISCO
36537,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIA,MYRCIA ALMASENSIS,NICLUGH.,NULL,NULL,VU,NULL
36538,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CHRYSOBALANACEAE,HYMENOPUS,HYMENOPUS CONFERRUMINATUS,(PRANCE) SOTHERS AND PRANCE,NULL,NULL,VU,NULL
36539,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,ACER,ACER CAESIUM SUBSP. CAESIUM,NULL,SUBSP.,CAESIUM,DD,INDIAN MAPLE
36540,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,ACER,ACER AMPLUM SUBSP. CATALPIFOLIUM,(REHDER) Y.S.CHEN,SUBSP.,CATALPIFOLIUM,VU,NULL
36543,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA LONGIPEDUNCULATA,(H.S.IRWIN) BARNEBY AND J.W.GRIMES,NULL,NULL,LC,NULL
36545,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA CURVICARPA VAR. RODRIGUESII,BARNEBY AND J.W.GRIMES,VAR.,RODRIGUESII,VU,NULL
36546,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA GANYMEDEA,BARNEBY AND J.W.GRIMES,NULL,NULL,VU,NULL
36549,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA COMMUTATA,BARNEBY AND J.W.GRIMES,NULL,NULL,LR/LC,NULL
36551,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA LEUCOPHYLLA VAR. VAUPESENSIS,BARNEBY AND J.W.GRIMES,VAR.,VAUPESENSIS,VU,NULL
36552,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA COCHLEATA VAR. MONILIFORMIS,(DUCKE) BARNEBY AND J.W.GRIMES,VAR.,MONILIFORMIS,VU,NULL
36553,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA CALLEJASII,BARNEBY AND J.W.GRIMES,NULL,NULL,NT,INGA EDIONDA
36554,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA LEHMANNII,(BRITTON AND KILLIP) BARNEBY AND J.W.GRIMES,NULL,NULL,LC,NULL
36555,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA KILLIPII,(BRITTON AND ROSE) BARNEBY AND J.W.GRIMES,NULL,NULL,VU,NULL
36556,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA RACEMIFLORA,(DONN.SM.) BARNEBY AND J.W.GRIMES,NULL,NULL,LC,NULL
36558,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA FILAMENTOSA,(BENTH.) PITTIER,NULL,NULL,VU,NULL
36559,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA TURBINATA,(BENTH.) BARNEBY AND J.W.GRIMES,NULL,NULL,LC,NULL
36560,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA COCHLIOCARPOS,(GOMES) BARNEBY AND J.W.GRIMES,NULL,NULL,LC,NULL
36561,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA ALEXANDRI VAR. ALEXANDRI,NULL,VAR.,ALEXANDRI,LR/NT,NULL
36562,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA ALEXANDRI VAR. TROYANA,(URBAN) BARNEBY AND J.W.GRIMES,VAR.,TROYANA,LR/NT,NULL
36563,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA ABBOTTII,(ROSE AND LEONARD) BARNEBY AND J.W.GRIMES,NULL,NULL,VU,NULL
36565,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA OXYPHYLLIDIA,BARNEBY AND J.W.GRIMES,NULL,NULL,CR,NULL
36566,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA VILLIFERA,(DUCKE) BARNEBY AND J.W.GRIMES,NULL,NULL,LR/NT,NULL
36567,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA JOSEPHI,BARNEBY AND J.W.GRIMES,NULL,NULL,NT,GUAYACÁN
36568,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA CENTIFLORA,BARNEBY AND J.W.GRIMES,NULL,NULL,VU,NULL
36569,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,PSEUDOSAMANEA,PSEUDOSAMANEA CUBANA,(BRITTON AND P.WILSON) BARNEBY AND J.W.GRIMES,NULL,NULL,VU,NULL
36570,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CHLOROLEUCON,CHLOROLEUCON CHACOENSE,(BURKART) BARNEBY AND J.W.GRIMES,NULL,NULL,VU,PALO BARROSO
36571,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CHLOROLEUCON,CHLOROLEUCON EURYCYCLUM,BARNEBY AND J.W.GRIMES,NULL,NULL,DD,QUIEBRAHACHO MONTAÑERO
36572,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CHLOROLEUCON,CHLOROLEUCON EXTORTUM,BARNEBY AND J.W.GRIMES,NULL,NULL,VU,NULL
36573,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CHLOROLEUCON,CHLOROLEUCON TORTUM,(MART.) PITTIER,NULL,NULL,CR,NULL
36575,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CHLOROLEUCON,CHLOROLEUCON MANGENSE VAR. TETRAZYX,BARNEBY AND J.W.GRIMES,VAR.,TETRAZYX,LR/NT,NULL
36576,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,EBENOPSIS,EBENOPSIS CAESALPINIOIDES,(STANDLEY) BRITTON AND ROSE,NULL,NULL,EN,TEMPISQUE
36578,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MACROSAMANEA,MACROSAMANEA MACROCALYX,(DUCKE) BARNEBY AND J.W.GRIMES,NULL,NULL,VU,NULL
36579,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MACROSAMANEA,MACROSAMANEA CONSANGUINEA,(R.S.COWAN) BARNEBY AND J.W.GRIMES,NULL,NULL,LR/LC,NULL
36580,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MACROSAMANEA,MACROSAMANEA PRANCEI,(BARNEBY) BARNEBY AND J.W.GRIMES,NULL,NULL,DD,NULL
36582,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA BURKARTIANA,BARNEBY AND J.W.GRIMES,NULL,NULL,EN,NULL
36584,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA LEONARDII,BRITTON AND ROSE EX BARNEBY AND J.W.GRIMES,NULL,NULL,CR,NULL
36586,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA NIOPOIDES VAR. COLOMBIANA,(BRITTON AND KILLIP) BARNEBY AND J.W.GRIMES,VAR.,COLOMBIANA,LR/LC,NULL
36587,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA BUNTINGII,BARNEBY AND J.W.GRIMES,NULL,NULL,CR,NULL
36588,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA GLABRIPETALA,(H.S.IRWIN) G.P.LEWIS & P.E.OWEN,NULL,NULL,LC,ANGICO
36589,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA PISTACIIFOLIA,(WILLD.) BARNEBY AND J.W.GRIMES,NULL,NULL,LR/LC,CIENEGUERO
36591,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA MULTIFLORA VAR. SAGASTEGUII,BARNEBY AND J.W.GRIMES,VAR.,SAGASTEGUII,VU,NULL
36592,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA DECANDRA,(DUCKE) BARNEBY AND J.W.GRIMES,NULL,NULL,LR/LC,NULL
36594,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,HYDROCHOREA,HYDROCHOREA MARGINATA VAR. SCHERYI,BARNEBY AND J.W.GRIMES,VAR.,SCHERYI,LR/NT,NULL
36595,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ABAREMA,ABAREMA ACREANA,(J.F.MACBR.) L.RICO,NULL,NULL,DD,NULL
36596,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA OCCIDENTALIS,BRANDEGEE,NULL,NULL,LC,PALO FIERRO
36597,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LEUCOCHLORON,LEUCOCHLORON INCURIALE,(VELL.) BARNEBY AND J.W.GRIMES,NULL,NULL,LC,NULL
36598,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LEUCOCHLORON,LEUCOCHLORON MINARUM,(HARMS) BARNEBY AND J.W.GRIMES,NULL,NULL,EN,NULL
36599,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LEUCOCHLORON,LEUCOCHLORON FOEDERALE,(BARNEBY AND J.W.GRIMES) BARNEBY AND J.W.GRIMES,NULL,NULL,VU,NULL
36601,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,HAVARDIA,HAVARDIA SONORAE,(S.WATSON) BRITTON AND ROSE,NULL,NULL,LC,GATO
36602,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,HAVARDIA,HAVARDIA MEXICANA,(ROSE) BRITTON AND ROSE,NULL,NULL,LC,NULL
36606,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,GLOCHIDION,GLOCHIDION NOVAE-GEORGIAE,A.SHAW,NULL,NULL,NT,NULL
36607,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,TRIADODAPHNE,TRIADODAPHNE PACHYTEPALA,KOST.,NULL,NULL,DD,NULL
36608,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA AUSTRALIENSIS,PANNELL,NULL,NULL,VU,NULL
36609,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA LEPIDOPETALA,HARMS,NULL,NULL,LC,NULL
36610,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA MERIDIONALIS,PANNELL,NULL,NULL,LR/NT,NULL
36611,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA DENSITRICHA,PANNELL,NULL,NULL,CR,NULL
36612,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA RAMOTRICHA,PANNELL,NULL,NULL,VU,NULL
36613,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA BOURDILLONII,GAMBLE,NULL,NULL,VU,NULL
36614,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA DENSISQUAMA,PANNELL,NULL,NULL,NT,NULL
36615,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA LEPIORRHACHIS,HARMS,NULL,NULL,NT,NULL
36616,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA VARIISQUAMA,PANNELL,NULL,NULL,VU,NULL
36617,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA COSTATA,MERRILL,NULL,NULL,EN,NULL
36618,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA APIOCARPA,(THWAITES) HIERN,NULL,NULL,VU,NULL
36619,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA SCORTECHINII,KING,NULL,NULL,VU,NULL
36620,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA FLAVESCENS,C.DC.,NULL,NULL,LC,NULL
36621,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA RUBRIVENIA,MERR. AND L.M.PERRY,NULL,NULL,CR,NULL
36622,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA VITIENSIS,A.C.SM.,NULL,NULL,LC,LINDIYANGO
36623,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA UNIFOLIA,P.T.LI AND X.M.CHEN,NULL,NULL,CR,NULL
36624,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA LEUCOCLADA,C.DC.,NULL,NULL,VU,NULL
36625,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA CREMEA,MERRILL AND PERRY,NULL,NULL,LC,NULL
36626,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA HETEROTRICHA,A.C.SM.,NULL,NULL,CR,NULL
36627,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA MACROSTIGMA,KING,NULL,NULL,VU,NULL
36628,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA YZERMANNII,BOERL. AND KOORD.,NULL,NULL,VU,NULL
36629,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA AMPLEXICAULIS,A.C.SM.,NULL,NULL,VU,NULL
36630,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA PUBERULANTHERA,C.DC.,NULL,NULL,NT,NULL
36631,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA EURYANTHERA,HARMS,NULL,NULL,LC,NULL
36632,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA POLYNEURA,C.DC.,NULL,NULL,LC,NULL
36633,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA CERAMICA,(MIQ.) PANNELL,NULL,NULL,VU,NULL
36634,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA PARKSII,A.C.SM.,NULL,NULL,DD,NULL
36635,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA BASIPHYLLA,A.GRAY,NULL,NULL,VU,NULL
36636,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA EVANSENSIS,A.C.SM.,NULL,NULL,CR,NULL
36637,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA SUBSESSILIS,PANNELL,NULL,NULL,VU,NULL
36638,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA AHERNIANA,PERKINS,NULL,NULL,NT,NULL
36639,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA BARBANTHERA,C.DC.,NULL,NULL,VU,NULL
36640,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA CUMINGIANA,TURCZ.,NULL,NULL,VU,NULL
36641,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA LAXIFLORA,MIQ.,NULL,NULL,VU,NULL
36642,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA PYRIFORMIS,MERRILL,NULL,NULL,EN,NULL
36643,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA CORIACEA,KORTH. EX MIQ.,NULL,NULL,VU,NULL
36644,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA PLEUROPTERIS,PIERRE,NULL,NULL,CR,NULL
36645,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA MONOZYGA,HARMS,NULL,NULL,LR/NT,NULL
36646,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BUXALES,BUXACEAE,BUXUS,BUXUS NYASICA,HUTCH.,NULL,NULL,EN,NULL
36647,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA MEMBRANIFOLIA,KING,NULL,NULL,VU,NULL
36648,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA FRAGILIS,A.C.SM.,NULL,NULL,VU,NULL
36649,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA INTEGRIFOLIA,PANNELL,NULL,NULL,CR,NULL
36650,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA CUSPIDATA,C.DC.,NULL,NULL,VU,NULL
36651,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA ARCHBOLDIANA,A.C.SM.,NULL,NULL,VU,NULL
36652,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,AGLAIA,AGLAIA MALABARICA,SASIDH.,NULL,NULL,CR,NULL
36653,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,MABEA,MABEA MACBRIDEI,I.M.JOHNST.,NULL,NULL,LC,NULL
36654,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MACHAERIUM,MACHAERIUM CUZCOENSE,RUDD,NULL,NULL,VU,NULL
36659,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,MACROCNEMUM,MACROCNEMUM CINCHONOIDES,(WEDD.) WEDD.,NULL,NULL,VU,NULL
36660,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,MACROCNEMUM,MACROCNEMUM PILOSINERVIUM,STANDL.,NULL,NULL,VU,NULL
36661,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MACROLOBIUM,MACROLOBIUM ISCHNOCALYX,HARMS,NULL,NULL,LC,CORAZÓN COLORADO
36663,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MACROLOBIUM,MACROLOBIUM STENOCLADUM,HARMS,NULL,NULL,LC,NULL
36664,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MACROLOBIUM,MACROLOBIUM TAYLORII,D.R.SIMPSON,NULL,NULL,VU,NULL
36665,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MALMEA,MALMEA CUSPIDATA,DIELS,NULL,NULL,VU,NULL
36666,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MOSANNONA,MOSANNONA PACHITEAE,(D.R.SIMPSON) CHATROU,NULL,NULL,VU,NULL
36667,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,MARILA,MARILA SPICIFORMIS,MCDEARMAN AND MCDANIEL,NULL,NULL,VU,NULL
36668,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIA,MYRCIA AREOLATA,(MCVAUGH) E.LUCAS AND C.E.WILSON,NULL,NULL,LC,NULL
36669,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIA,MYRCIA NEOIMPERFECTA,E.LUCAS AND C.E.WILSON,NULL,NULL,EN,NULL
36671,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,MATAYBA,MATAYBA PERUVIANA,RADLK.,NULL,NULL,LC,NULL
36674,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,MATISIA,MATISIA STENOPETALA,STANDL. AND CUATREC.,NULL,NULL,VU,NULL
36675,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,MAURIA,MAURIA KILLIPII,F.A.BARKLEY,NULL,NULL,VU,NULL
36677,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,MAURIA,MAURIA TRICHOTHYRSA,LOES.,NULL,NULL,VU,NULL
36681,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,SABIACEAE,MELIOSMA,MELIOSMA SIRENSIS,A.H.GENTRY,NULL,NULL,VU,NULL
36683,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,SABIACEAE,MELIOSMA,MELIOSMA YOUNGII,A.H.GENTRY,NULL,NULL,VU,NULL
